index,limit,speaker,original,translation
65,47,21,"Please, do whatever you can to\nfind a computer!",
66,58,46,There's got to be at least one\ncomputer in all of Shimane!,
67,15,71,Okay! We're on!,
68,32,103,"Thank you, satellite cell phone!",
69,47,114,Huh? He's gone... Did he leave the\nphone lines?,
70,8,196,H-Hey...,
71,32,246,There he is! He's in... America!,
72,46,61,Isn't there anyone out there who\ncan stop him?,
73,90,129,This obviously isn't just a\ncomputer bug anymore. I'm sure\nsome adults have realized this.,
74,64,136,But I doubt there is anyone who\nrealizes that this is a Digimon.,
75,29,193,So then what are we gonna do?,
76,64,207,The only thing we can do is make\nour Digimon fight them again...,
77,31,221,That's easier said than done...,
78,7,41,Yamato!,
79,26,52,Sorry to keep you waiting!,
80,21,69,You found a computer!,
81,39,101,"Taichi, I'll be taking your oolong\ntea.",
82,54,118,"Hey, haven't you been drinking too\nmuch of that stuff?",
83,44,140,"The others are still out of the\npicture, eh?",
84,46,224,We'll just have to fight by\nourselves for now!,
85,17,251,Agumon! Tentomon!,
86,3,66,Hm?,
87,25,73,It's Gabumon and Patamon!,
88,11,114,We're here!,
89,17,154,Sorry we're late!,
90,31,202,"We're counting on you, Gabumon!",
91,23,5,"You can do it, Patamon!",
92,20,21,I'll lead you there!,
93,5,54,Okay!,
94,37,102,We'll beat him up for real this\ntime!,
95,54,111,"Another email from Infermon! It\nreads: ""THIS-A-WAY""...",
96,20,144,He's toying with us!,
97,22,191,"Let's get him, Yamato!",
98,24,26,Go straight to Ultimate!,
99,18,91,We'll back you up!,
100,30,121,We'll always be there to help!,
101,24,186,"You evolve too, Patamon!",
102,5,218,Okay!,
103,11,226,It evolved!,
104,15,253,It's so fast...,
105,8,19,Patamon!,
106,17,59,Patamon! Aaaaaah!,
107,22,114,Patamon? Are you okay?,
108,9,159,Tentomon!,
109,41,206,Don't worry 'bout me! What 'bout\nPatamon?,
110,29,224,"Patamon! I'm coming, Patamon!",
111,29,228,Look what you did to Patamon!,
112,23,254,We'll get you for that!,
113,53,10,"Tentomon! Take care of Patamon!\nWarGreymon, after it!",
114,11,28,T-Taichi...,
115,20,60,Go! Beat it up cold!,
116,7,84,Taichi!,
117,5,105,What?,
118,10,111,I can't...,
119,11,149,Can't what?,
120,30,204,I have to... use the bathroom!,
121,28,225,Now's not the time for that!,
122,21,248,"All right, take this!",
123,28,17,"Come on! Come on, come on...",
124,11,36,No!... Ack!,
125,49,67,Taichi! What happened? WarGreymon\nstopped moving!,
126,14,92,Did it freeze?,
127,54,98,"Taichi, they should be able to\nevolve to Ultimate now.",
128,23,110,Okay! We'll go all-out!,
